Patients_0 Microbes_0 1.0 14.021810707 13.7677003177
Patients_0 Microbes_1 0.0 14.021810707 7.217392
Patients_0 Microbes_2 0.0 14.021810707 14.8783612386
Patients_0 Microbes_3 0.0 14.021810707 10.1305275
Patients_0 Microbes_4 1.0 14.021810707 17.87765525
Patients_0 Microbes_5 1.0 14.021810707 12.85527374
Patients_0 Microbes_6 0.0 14.021810707 14.9768565
Patients_0 Microbes_7 1.0 14.021810707 19.28084
Patients_0 Microbes_8 1.0 14.021810707 16.741390284
Patients_0 Microbes_9 0.0 14.021810707 29.0239150011
Patients_0 Microbes_10 1.0 14.021810707 13.93692925
Patients_0 Microbes_11 0.0 14.021810707 9.01823501595
Patients_0 Microbes_12 0.0 14.021810707 14.8388228765
Patients_0 Microbes_13 1.0 14.021810707 21.45061825
Patients_0 Microbes_14 0.0 14.021810707 9.25479575007
Patients_0 Microbes_15 0.0 14.021810707 21.3829381961
Patients_0 Microbes_16 0.0 14.021810707 29.7658275948
Patients_0 Microbes_17 0.0 14.021810707 17.1977152
Patients_0 Microbes_18 0.0 14.021810707 15.9207860002
Patients_0 Microbes_19 0.0 14.021810707 10.483435
Patients_1 Microbes_0 1.0 12.7557760165 13.7677003177
Patients_1 Microbes_1 0.5264 12.7557760165 7.217392
Patients_1 Microbes_2 0.0 12.7557760165 14.8783612386
Patients_1 Microbes_3 1.0 12.7557760165 10.1305275
Patients_1 Microbes_4 1.0 12.7557760165 17.87765525
Patients_1 Microbes_5 1.0 12.7557760165 12.85527374
Patients_1 Microbes_6 1.0 12.7557760165 14.9768565
Patients_1 Microbes_7 1.0 12.7557760165 19.28084
Patients_1 Microbes_8 1.0 12.7557760165 16.741390284
Patients_1 Microbes_9 0.0 12.7557760165 29.0239150011
Patients_1 Microbes_10 1.0 12.7557760165 13.93692925
Patients_1 Microbes_11 0.0 12.7557760165 9.01823501595
Patients_1 Microbes_12 0.0 12.7557760165 14.8388228765
Patients_1 Microbes_13 1.0 12.7557760165 21.45061825
Patients_1 Microbes_14 1.0 12.7557760165 9.25479575007
Patients_1 Microbes_15 0.0 12.7557760165 21.3829381961
Patients_1 Microbes_16 0.0 12.7557760165 29.7658275948
Patients_1 Microbes_17 0.0 12.7557760165 17.1977152
Patients_1 Microbes_18 1.0 12.7557760165 15.9207860002
Patients_1 Microbes_19 0.0 12.7557760165 10.483435
Patients_2 Microbes_0 0.0 4.98674918545 13.7677003177
Patients_2 Microbes_1 1.0 4.98674918545 7.217392
Patients_2 Microbes_2 0.0 4.98674918545 14.8783612386
Patients_2 Microbes_3 1.0 4.98674918545 10.1305275
Patients_2 Microbes_4 1.0 4.98674918545 17.87765525
Patients_2 Microbes_5 1.0 4.98674918545 12.85527374
Patients_2 Microbes_6 1.0 4.98674918545 14.9768565
Patients_2 Microbes_7 1.0 4.98674918545 19.28084
Patients_2 Microbes_8 1.0 4.98674918545 16.741390284
Patients_2 Microbes_9 0.0 4.98674918545 29.0239150011
Patients_2 Microbes_10 1.0 4.98674918545 13.93692925
Patients_2 Microbes_11 0.0 4.98674918545 9.01823501595
Patients_2 Microbes_12 0.0 4.98674918545 14.8388228765
Patients_2 Microbes_13 1.0 4.98674918545 21.45061825
Patients_2 Microbes_14 0.0 4.98674918545 9.25479575007
Patients_2 Microbes_15 0.0 4.98674918545 21.3829381961
Patients_2 Microbes_16 0.3994 4.98674918545 29.7658275948
Patients_2 Microbes_17 0.0 4.98674918545 17.1977152
Patients_2 Microbes_18 1.0 4.98674918545 15.9207860002
Patients_2 Microbes_19 0.0 4.98674918545 10.483435
Patients_3 Microbes_0 0.0 7.464186 13.7677003177
Patients_3 Microbes_1 1.0 7.464186 7.217392
Patients_3 Microbes_2 0.0 7.464186 14.8783612386
Patients_3 Microbes_3 0.0 7.464186 10.1305275
Patients_3 Microbes_4 0.4241 7.464186 17.87765525
Patients_3 Microbes_5 0.0 7.464186 12.85527374
Patients_3 Microbes_6 0.0 7.464186 14.9768565
Patients_3 Microbes_7 0.8792 7.464186 19.28084
Patients_3 Microbes_8 0.0 7.464186 16.741390284
Patients_3 Microbes_9 1.0 7.464186 29.0239150011
Patients_3 Microbes_10 1.0 7.464186 13.93692925
Patients_3 Microbes_11 0.0 7.464186 9.01823501595
Patients_3 Microbes_12 0.0 7.464186 14.8388228765
Patients_3 Microbes_13 1.0 7.464186 21.45061825
Patients_3 Microbes_14 0.0 7.464186 9.25479575007
Patients_3 Microbes_15 0.0 7.464186 21.3829381961
Patients_3 Microbes_16 0.0 7.464186 29.7658275948
Patients_3 Microbes_17 0.0 7.464186 17.1977152
Patients_3 Microbes_18 0.0 7.464186 15.9207860002
Patients_3 Microbes_19 1.0 7.464186 10.483435
Patients_4 Microbes_0 0.0 12.4736267793 13.7677003177
Patients_4 Microbes_1 0.0 12.4736267793 7.217392
Patients_4 Microbes_2 0.0 12.4736267793 14.8783612386
Patients_4 Microbes_3 0.1955 12.4736267793 10.1305275
Patients_4 Microbes_4 1.0 12.4736267793 17.87765525
Patients_4 Microbes_5 0.4629 12.4736267793 12.85527374
Patients_4 Microbes_6 1.0 12.4736267793 14.9768565
Patients_4 Microbes_7 1.0 12.4736267793 19.28084
Patients_4 Microbes_8 0.7396 12.4736267793 16.741390284
Patients_4 Microbes_9 0.0 12.4736267793 29.0239150011
Patients_4 Microbes_10 1.0 12.4736267793 13.93692925
Patients_4 Microbes_11 0.0 12.4736267793 9.01823501595
Patients_4 Microbes_12 0.0 12.4736267793 14.8388228765
Patients_4 Microbes_13 1.0 12.4736267793 21.45061825
Patients_4 Microbes_14 0.0 12.4736267793 9.25479575007
Patients_4 Microbes_15 0.0 12.4736267793 21.3829381961
Patients_4 Microbes_16 0.0 12.4736267793 29.7658275948
Patients_4 Microbes_17 0.0 12.4736267793 17.1977152
